OppName,Year,OppFPI,DukeFPI,FPI_diff,DukeFPI_NetChange,OppFPI_PrevYear,FPI_Diff_PrevYear,Site,Month,Date,Day,Start_Time,Result,DukePts,OppPts,PointDiff,COVID_Limit,AttNum,AttPct,Renovated,Future_Game,UNC_Game,First_Game,First_Home_Game,Elko,Cutcliffe,Weather,Temp,Humidity,City,State,ESPN_WinPred,TV_Coverage,Bowl,DukeRankGametime,OppRankGametime,OppRankSeasonEnd,DukeRankedGametime,OppRankedGametime,OppRankedSeasonEnd,1stSeedQB,SchoolBreak,NatlHoliday,Undefeated_All,Undefeated_Home,Game_After_Loss,Home_Game_After_Home_Loss,Win_Streak,Record_Past_2,Record_Past_3,Record_Past_4,Record_Past_5,Surface,NC_Opponent,OppCityDist
Florida St.,2007,7.6,-9.5,17.1,4.2,9.9,23.6,Away,10,27,Sat,20,L,6,25,-19,FALSE,79159,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,66.9,59,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,1,,FALSE,493.91
Clemson,2007,15.2,-9.5,24.7,4.2,14.1,27.8,Home,11,3,Sat,12,L,10,47,-37,FALSE,20457,60.27223712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,56.3,43,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,239.73
Georgia Tech,2007,4.9,-9.5,14.4,4.2,8.3,22,Home,11,10,Sat,13,L,24,41,-17,FALSE,18788,55.35488053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,54.3,43,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,347.61
Notre Dame,2007,-5.2,-9.5,4.3,4.2,14.1,27.8,Away,11,17,Sat,14.5,L,7,28,-21,FALSE,80975,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,42.3,67,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,557.63
North Carolina,2007,-0.9,-9.5,8.6,4.2,-4.8,8.9,Away,11,24,Sat,15.5,L,14,20,-6,FALSE,52000,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,48,33,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,TRUE,10.42
James Madison,2008,NA,-0.3,NA,9.2,NA,NA,Home,8,30,Sat,19,W,31,7,24,FALSE,32571,95.96358387,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,81.3,69,,,NA,,,,,,,,,,,,NA,NA,NA,,0,0,0,0,0,,FALSE,169.67
Northwestern,2008,5.6,-0.3,5.9,9.2,-4,5.5,Home,9,6,Sat,19,L,20,24,-4,FALSE,23614,69.57367196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,84.4,59,,,NA,,,,,,,,,,,,TRUE,TRUE,FALSE,,1,1,1,1,1,,FALSE,629.97
Navy,2008,0.1,-0.3,0.4,9.2,-2.6,6.9,Home,9,13,Sat,12,W,41,31,10,FALSE,25082,73.89882443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,86.4,63,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,1,1,1,,FALSE,244.78
Virginia,2008,2.4,-0.3,2.7,9.2,7.9,17.4,Home,9,27,Sat,12,W,31,3,28,FALSE,25527,75.2099231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,74.3,74,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,2,2,2,,FALSE,142.54
Georgia Tech,2008,4.6,-0.3,4.9,9.2,4.9,14.4,Away,10,4,Sat,12,L,0,27,-27,FALSE,46104,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,75.6,47,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,2,2,2,3,3,,FALSE,347.61
Miami (Fla.),2008,7.1,-0.3,7.4,9.2,1.3,10.8,Home,10,18,Sat,15.5,L,31,49,-18,FALSE,32011,94.31366194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,58.3,60,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,2,2,3,,FALSE,716.28
Vanderbilt,2008,3.6,-0.3,3.9,9.2,3,12.5,Away,10,25,Sat,15,W,10,7,3,FALSE,38270,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,60.4,40,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,1,2,2,,FALSE,440.39
Wake Forest,2008,5.6,-0.3,5.9,9.2,6.5,16,Away,11,1,Sat,15.5,L,30,33,-3,FALSE,32226,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,73.9,22,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,1,2,3,,TRUE,75.75
North Carolina St.,2008,1.4,-0.3,1.7,9.2,-2.7,6.8,Home,11,8,Sat,15.5,L,17,27,-10,FALSE,31964,94.17518635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,71.4,32,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,1,1,2,,TRUE,21.14
Clemson,2008,11.5,-0.3,11.8,9.2,15.2,24.7,Away,11,15,Sat,12,L,7,31,-24,FALSE,75000,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,64.8,48,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,1,1,1,,FALSE,239.73
Virginia Tech,2008,9.2,-0.3,9.5,9.2,16.3,25.8,Away,11,22,Sat,17.5,L,3,14,-11,FALSE,66233,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,30.4,40,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,1,1,,FALSE,119.79
North Carolina,2008,9.4,-0.3,9.7,9.2,-0.9,8.6,Home,11,29,Sat,15.5,L,20,28,-8,FALSE,30322,89.33737957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,46.4,55,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,1,,TRUE,10.42
Richmond,2009,NA,-1.7,NA,-1.4,NA,NA,Home,9,5,Sat,19,L,16,24,-8,FALSE,33311,98.14383784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,84.4,44,,,NA,,,,,,,,,,,,NA,NA,NA,,0,0,0,0,0,,FALSE,133.98
Army,2009,-14.6,-1.7,-12.9,-1.4,-13.8,-13.5,Away,9,12,Sat,12,W,35,19,16,FALSE,25698,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,65.1,87,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,458.21
Kansas,2009,6.7,-1.7,8.4,-1.4,11.2,11.5,Away,9,19,Sat,12,L,16,44,-28,FALSE,50101,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,70.9,51,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,1,1,1,,FALSE,917.66
N.C. Central,2009,NA,-1.7,NA,-1.4,NA,NA,Home,9,26,Sat,19,W,49,14,35,FALSE,26390,77.75257064,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,67.3,90,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,1,1,1,,TRUE,5.65
Virginia Tech,2009,20.8,-1.7,22.5,-1.4,9.2,9.5,Home,10,3,Sat,12,L,26,34,-8,FALSE,26211,77.22518488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,76.3,52,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,2,2,2,,FALSE,119.79
North Carolina St.,2009,1.1,-1.7,2.8,-1.4,1.4,1.7,Away,10,10,Sat,16,W,49,28,21,FALSE,56452,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,78.3,56,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,1,2,2,,TRUE,21.14
Maryland,2009,-4.2,-1.7,-2.5,-1.4,2.8,3.1,Home,10,24,Sat,13.5,W,17,13,4,FALSE,24650,72.62602752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,79.3,67,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,2,2,3,,FALSE,232.69
Virginia,2009,0.6,-1.7,2.3,-1.4,2.4,2.7,Away,10,31,Sat,15.5,W,28,17,11,FALSE,41713,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,67.3,81,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,2,2,2,3,3,,FALSE,142.54
North Carolina,2009,9,-1.7,10.7,-1.4,9.4,9.7,Away,11,7,Sat,15.5,L,6,19,-13,FALSE,59750,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,64.9,33,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,3,2,3,3,4,,TRUE,10.42
Georgia Tech,2009,14.7,-1.7,16.4,-1.4,4.6,4.9,Home,11,14,Sat,12,L,10,49,-39,FALSE,25899,76.30594267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,61.3,70,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,2,3,3,,FALSE,347.61
Miami (Fla.),2009,13.8,-1.7,15.5,-1.4,7.1,7.4,Away,11,21,Sat,12,L,16,34,-18,FALSE,38200,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,82,60,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,1,2,3,,FALSE,716.28
Wake Forest,2009,5.3,-1.7,7,-1.4,5.6,5.9,Home,11,28,Sat,12,L,34,45,-11,FALSE,21420,63.10951357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,52.3,33,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,1,2,,TRUE,75.75
Elon,2010,NA,-4,NA,-2.3,NA,NA,Home,9,4,Sat,19,W,41,27,14,FALSE,33941,100,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,82.4,24,,,NA,,,,,,,,,,,,NA,NA,NA,,0,0,0,0,1,,TRUE,34.79
Wake Forest,2010,-6,-4,-2,-2.3,5.3,7,Away,9,11,Sat,12,L,48,54,-6,FALSE,31673,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,72,59,,,NA,,,,,,,,,,,,TRUE,TRUE,FALSE,,1,1,1,1,1,,TRUE,75.75
Alabama,2010,26.2,-4,30.2,-2.3,24,25.7,Home,9,18,Sat,15.5,L,13,62,-49,FALSE,39042,115.0290209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,85.3,39,,,NA,,,,,,,,,,,,FALSE,TRUE,TRUE,,0,1,1,1,1,,FALSE,529.05
Army,2010,-5,-4,-1,-2.3,-14.6,-12.9,Home,9,25,Sat,15,L,21,35,-14,FALSE,27289,80.40128458,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,96.4,30,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,1,1,1,,FALSE,458.21
Maryland,2010,8.2,-4,12.2,-2.3,-4.2,-2.5,Away,10,2,Sat,18,L,16,21,-5,FALSE,39106,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,69.6,40,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,1,1,,FALSE,232.69
Miami (Fla.),2010,12,-4,16,-2.3,13.8,15.5,Home,10,16,Sat,13,L,13,28,-15,FALSE,25911,76.34129813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,66.4,34,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,1,,FALSE,716.28
Virginia Tech,2010,18.4,-4,22.4,-2.3,20.8,22.5,Away,10,23,Sat,12,L,7,44,-37,FALSE,66233,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,61,48,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,119.79
Navy,2010,2.7,-4,6.7,-2.3,4,5.7,Away,10,30,Sat,15.5,W,34,31,3,FALSE,34117,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,57.2,36,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,0,0,0,,FALSE,244.78
Virginia,2010,-1.9,-4,2.1,-2.3,0.6,2.3,Home,11,6,Sat,12,W,55,48,7,FALSE,22741,67.00156153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,43.3,93,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,1,1,1,,FALSE,142.54
Boston College,2010,3.3,-4,7.3,-2.3,7,8.7,Home,11,13,Sat,12,L,16,21,-5,FALSE,21420,63.10951357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,63.3,20,,,NA,,,,,,,,,,,,FALSE,FALSE,FALSE,,2,2,2,2,2,,FALSE,600.94
Georgia Tech,2010,5.3,-4,9.3,-2.3,14.7,16.4,Away,11,20,Sat,13.5,L,20,30,-10,FALSE,42110,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,68.7,38,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,1,2,2,2,,FALSE,347.61
North Carolina,2010,10.4,-4,14.4,-2.3,9,10.7,Home,11,27,Sat,15.5,L,19,24,-5,FALSE,30904,91.05211986,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,53.4,28,,,NA,,,,,,,,,,,,FALSE,FALSE,TRUE,,0,0,1,2,2,,TRUE,10.42
Richmond,2011,NA,-6.1,NA,-2.1,NA,NA,Home,9,3,Sat,19,L,21,23,-2,FALSE,32741,96.46445302,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,82.9,59,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,NA,NA,NA,,0,0,0,1,2,Grass,FALSE,133.98
Stanford,2011,24.4,-6.1,30.5,-2.1,24.2,28.2,Home,9,10,Sat,15.5,L,14,44,-30,FALSE,24785,73.02377655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,84.9,42,Durham,NC,NA,ESPNU,FALSE,NA,6,7,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,Grass,FALSE,2377.63
Boston College,2011,-0.5,-6.1,5.6,-2.1,3.3,7.3,Away,9,17,Sat,12.5,W,20,19,1,FALSE,35812,80.47640449,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,61,44,Chestnut Hill,MA,NA,ESGP,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,0,0,0,0,0,Turf,FALSE,600.94
Tulane,2011,-20.3,-6.1,-14.2,-2.1,-17.3,-13.3,Home,9,24,Sat,15.5,W,48,27,21,FALSE,20138,59.33237088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,75.9,76,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,Grass,FALSE,769.76
Florida Int'l,2011,-5.1,-6.1,1,-2.1,-6.3,-2.3,Away,10,1,Sat,19,W,31,27,4,FALSE,22682,113.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,87.1,46,Miami,FL,NA,ESPNU,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,2,2,2,2,2,Turf,FALSE,710.26
Florida St.,2011,15.3,-6.1,21.4,-2.1,17.2,21.2,Home,10,15,Sat,15,L,16,41,-25,FALSE,24687,72.73504022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,73,24,Durham,NC,NA,ESGP,FALSE,NA,NA,23,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,3,2,3,3,3,Grass,FALSE,493.91
Wake Forest,2011,-0.2,-6.1,5.9,-2.1,-6,-2,Home,10,22,Sat,12.5,L,23,24,-1,FALSE,22258,65.57850387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,61,58,Durham,NC,NA,ESGP,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,1,2,3,3,Grass,TRUE,75.75
Virginia Tech,2011,11.8,-6.1,17.9,-2.1,18.4,22.4,Home,10,29,Sat,12.5,L,10,14,-4,FALSE,27392,80.70475236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,42.1,95,Durham,NC,NA,ESGP,FALSE,NA,12,21,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,0,1,2,3,Grass,FALSE,119.79
Miami (Fla.),2011,9.3,-6.1,15.4,-2.1,12,16,Away,11,5,Sat,15,L,14,49,-35,FALSE,62053,95.47790497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,78.1,54,Miami Gardens,FL,NA,ESGP,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,0,0,0,1,2,Grass,FALSE,716.28
Virginia,2011,0.2,-6.1,6.3,-2.1,-1.9,2.1,Away,11,12,Sat,15,L,21,31,-10,FALSE,45733,74.36260163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,64,28,Charlottesville,VA,NA,ESGP,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,0,0,0,0,1,Grass,FALSE,142.54
Georgia Tech,2011,5,-6.1,11.1,-2.1,5.3,9.3,Home,11,19,Sat,12.5,L,31,38,-7,FALSE,18747,55.23408267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,55,38,Durham,NC,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,Grass,FALSE,347.61
North Carolina,2011,6.1,-6.1,12.2,-2.1,10.4,14.4,Away,11,26,Sat,15.5,L,21,37,-16,FALSE,58500,114.7058824,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,70,42,Chapel Hill,NC,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,TRUE,,0,0,0,0,0,Grass,TRUE,10.42
Florida Int'l,2012,-8,-1.7,-6.3,4.4,-5.1,1,Home,9,1,Sat,19,W,46,26,20,FALSE,31117,91.67967944,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,87.1,55,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,NA,NA,NA,,0,0,0,0,0,Grass,FALSE,710.26
Stanford,2012,18.5,-1.7,20.2,4.4,24.4,30.5,Away,9,8,Sat,22.5,L,13,50,-37,FALSE,44016,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,64,65,Stanford,CA,NA,PAC12,FALSE,NA,25,7,FALSE,TRUE,TRUE,,FALSE,,TRUE,TRUE,FALSE,,1,1,1,1,1,Grass,FALSE,2377.63
N.C. Central,2012,NA,-1.7,NA,4.4,NA,NA,Home,9,15,Sat,19,W,54,17,37,FALSE,22829,67.26083498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,73.9,66,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,TRUE,FALSE,0,1,1,1,1,Grass,TRUE,5.65
Memphis,2012,-13.2,-1.7,-11.5,4.4,-24.6,-18.5,Home,9,22,Sat,18,W,38,14,24,FALSE,23658,69.70330868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,82.9,55,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,FALSE,FALSE,1,1,2,2,2,Grass,FALSE,629.01
Wake Forest,2012,-7.6,-1.7,-5.9,4.4,-0.2,5.9,Away,9,29,Sat,12.5,W,34,27,7,FALSE,28743,91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,66,93,Winston-Salem,NC,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,FALSE,,2,2,2,3,3,Turf,TRUE,75.75
Virginia,2012,-2,-1.7,-0.3,4.4,0.2,6.3,Home,10,6,Sat,15,W,42,17,25,FALSE,26856,79.12554138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,82.9,48,Durham,NC,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,FALSE,FALSE,3,2,3,3,4,Grass,FALSE,142.54
Virginia Tech,2012,6.5,-1.7,8.2,4.4,11.8,17.9,Away,10,13,Sat,12.5,L,20,41,-21,FALSE,65632,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,53.6,58,Blacksburg,VA,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,TRUE,FALSE,,4,2,3,4,4,Grass,FALSE,119.79
North Carolina,2012,10.6,-1.7,12.3,4.4,6.1,12.2,Home,10,20,Sat,19,W,33,30,3,FALSE,33941,100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,60.1,60,Durham,NC,NA,ESPNU,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,TRUE,FALSE,0,1,2,3,4,Grass,TRUE,10.42
Florida St.,2012,22.7,-1.7,24.4,4.4,15.3,21.4,Away,10,27,Sat,15.5,L,7,48,-41,FALSE,71467,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,79,47,Tallahassee,FL,NA,ESPNU,FALSE,NA,12,10,FALSE,TRUE,TRUE,,FALSE,,FALSE,TRUE,FALSE,,1,1,2,3,4,Grass,FALSE,493.91
Clemson,2012,17.2,-1.7,18.9,4.4,8.3,14.4,Home,11,3,Sat,19,L,20,56,-36,FALSE,31894,93.96894611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,48,61,Durham,NC,NA,ESPN2,FALSE,NA,13,11,FALSE,TRUE,TRUE,,FALSE,,FALSE,TRUE,TRUE,FALSE,0,1,1,2,3,Grass,FALSE,239.73
Georgia Tech,2012,7.4,-1.7,9.1,4.4,5,11.1,Away,11,17,Sat,15.5,L,24,42,-18,FALSE,41904,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,57.9,36,Atlanta,GA,NA,ESPNU,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,0,0,1,1,2,Grass,FALSE,347.61
Miami (Fla.),2012,7,-1.7,8.7,4.4,9.3,15.4,Home,11,24,Sat,12.5,L,45,52,-7,FALSE,26895,79.24044666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,46.9,34,Durham,NC,NA,ACCN/ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,TRUE,TRUE,0,0,0,1,1,Grass,FALSE,716.28
Cincinnati,2012,8.9,-1.7,10.6,4.4,9.3,15.4,Neutral,12,27,Thu,18.5,L,34,48,-14,FALSE,48128,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,NA,NA,NA,ESPN,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,TRUE,,0,0,0,0,1,Grass,FALSE,376.00
N.C. Central,2013,NA,6.5,NA,8.2,NA,NA,Home,8,31,Sat,16,W,45,0,45,FALSE,22521,66.35337792,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,88,52,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,NA,NA,NA,,0,0,0,0,0,Grass,TRUE,5.65
Memphis,2013,-6.8,6.5,-13.3,8.2,-13.2,-11.5,Away,9,7,Sat,16.5,W,28,14,14,FALSE,44237,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,94.1,33,Memphis,TN,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,1,1,1,1,1,Turf,FALSE,629.01
Georgia Tech,2013,12.4,6.5,5.9,8.2,7.4,9.1,Home,9,14,Sat,15.5,L,14,38,-24,FALSE,21267,62.65873133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,73.9,41,Durham,NC,NA,ESPNU,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,FALSE,2,2,2,2,2,Grass,FALSE,347.61
Pittsburgh,2013,5.3,6.5,-1.2,8.2,5.4,7.1,Home,9,21,Sat,12.5,L,55,58,-3,FALSE,22714,66.92201173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,72,82,Durham,NC,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,1,2,2,2,Grass,FALSE,312.94
Troy,2013,-10,6.5,-16.5,8.2,-5.4,-3.7,Home,9,28,Sat,15,W,38,31,7,FALSE,30126,88.7599069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,72,51,Durham,NC,NA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,0,0,1,2,2,Grass,FALSE,497.83
Navy,2013,3.6,6.5,-2.9,8.2,-5,-3.3,Home,10,12,Sat,12.5,W,35,7,28,FALSE,23749,69.971421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,64.9,90,Durham,NC,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,FALSE,1,1,1,2,3,Grass,FALSE,244.78
Virginia,2013,-6.1,6.5,-12.6,8.2,-2,-0.3,Away,10,19,Sat,15.5,W,35,22,13,FALSE,39071,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,61,70,Charlottesville,VA,NA,ESGP/ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,2,2,2,2,3,Grass,FALSE,142.54
Virginia Tech,2013,8.8,6.5,2.3,8.2,6.5,8.2,Away,10,26,Sat,15.5,W,13,10,3,FALSE,63326,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,53.6,41,Blacksburg,VA,NA,ESPNU,FALSE,NA,14,NA,FALSE,TRUE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,3,2,3,3,3,Grass,FALSE,119.79
