Year,School,Coach,numGames,numWins,numLosses,overallPct,confPct,homePct,roadPct,neutralPct,bowlGame,SOR_rank,FPI_rank,SOS_rank,avgHeight,avgWeight,numPositions,numC,numCB,numDB,numDE,numDL,numDT,numK,numLB,numLS,numOG,numOL,numOT,numP,numQB,numRB,numS,numTE,numWR,numOffense,numDefense,numFreshmen,numSophomores,numJuniors,numSeniors,numPlayers,class_natlRank,class_confRank,class_score,transfer_natlRank,transfer_score,numGrad,numRedshirtFreshmen,numRedshirtSophomores,numRedshirtJuniors,numRedshirtSeniors,numRedshirting
2024,Duke,Diaz,,,,,,,,,,,52,61,6.118217054,219.5697674,15,0,7,0,8,0,7,1,10,3,0,10,0,1,4,5,8,5,13,37,40,18,6,8,7,86,60,14,85.75,41,42.97,9,19,10,6,3,0
