Year,School,Coach,NewCoach,numGames,numHome,numWins,numLosses,overallPct,winningSeason,overallPct_prevYear,pointsScoredAvg,pointsAllowedAvg,pointDiffAvg,pointDiffAvg_prevYear,confPct,homePct,roadPct,neutralPct,bowlGame,bowlGame_prevYear,wonBowl_prevYear,confChampionshipGame,SOR_rank,SOR_rank_prevYear,FPI_rank,SOS_rank,GC_rank,AVGWP_rank,GC_rank_prevYear,AVGWP_rank_prevYear,AP_ranked,AP_ranked_prevYear,avgHeight,avgWeight,numPositions,numC,numCB,numDB,numDE,numDL,numDT,numK,numLB,numLS,numOG,numOL,numOT,numP,numQB,numRB,numS,numTE,numWR,numOffense,numDefense,numFreshmen,numSophomores,numJuniors,numSeniors,numPlayers,class_natlRank,class_confRank,class_score,transfer_natlRank,transfer_score,numGrad,numRedshirtFreshmen,numRedshirtSophomores,numRedshirtJuniors,numRedshirtSeniors,numRedshirting,3rd Down Conversion Pct_Natl_Rank,3rd Down Conversion Pct_Conf_Rank,3rd Down Conversion Pct_Value,3rd Down Conversion Pct Defense_Natl_Rank,3rd Down Conversion Pct Defense_Conf_Rank,3rd Down Conversion Pct Defense_Value,4th Down Conversion Pct_Natl_Rank,4th Down Conversion Pct_Conf_Rank,4th Down Conversion Pct_Value,4th Down Conversion Pct Defense_Natl_Rank,4th Down Conversion Pct Defense_Conf_Rank,4th Down Conversion Pct Defense_Value,Blocked Kicks_Natl_Rank,Blocked Kicks_Conf_Rank,Blocked Kicks_Value,Blocked Kicks Allowed_Natl_Rank,Blocked Kicks Allowed_Conf_Rank,Blocked Kicks Allowed_Value,Blocked Punts_Natl_Rank,Blocked Punts_Conf_Rank,Blocked Punts_Value,Blocked Punts Allowed_Natl_Rank,Blocked Punts Allowed_Conf_Rank,Blocked Punts Allowed_Value,Completion Percentage_Natl_Rank,Completion Percentage_Conf_Rank,Completion Percentage_Value,Defensive TDs_Natl_Rank,Defensive TDs_Conf_Rank,Defensive TDs_Value,Fewest Penalties_Natl_Rank,Fewest Penalties_Conf_Rank,Fewest Penalties_Value,Fewest Penalties Per Game_Natl_Rank,Fewest Penalties Per Game_Conf_Rank,Fewest Penalties Per Game_Value,Fewest Penalty Yards_Natl_Rank,Fewest Penalty Yards_Conf_Rank,Fewest Penalty Yards_Value,Fewest Penalty Yards Per Game_Natl_Rank,Fewest Penalty Yards Per Game_Conf_Rank,Fewest Penalty Yards Per Game_Value,First Downs Defense_Natl_Rank,First Downs Defense_Conf_Rank,First Downs Defense_Value,First Downs Offense_Natl_Rank,First Downs Offense_Conf_Rank,First Downs Offense_Value,Fumbles Lost_Natl_Rank,Fumbles Lost_Conf_Rank,Fumbles Lost_Value,Fumbles Recovered_Natl_Rank,Fumbles Recovered_Conf_Rank,Fumbles Recovered_Value,Kickoff Return Defense_Natl_Rank,Kickoff Return Defense_Conf_Rank,Kickoff Return Defense_Value,Kickoff Returns_Natl_Rank,Kickoff Returns_Conf_Rank,Kickoff Returns_Value,Net Punting_Natl_Rank,Net Punting_Conf_Rank,Net Punting_Value,Passes Had Intercepted_Natl_Rank,Passes Had Intercepted_Conf_Rank,Passes Had Intercepted_Value,Passes Intercepted_Natl_Rank,Passes Intercepted_Conf_Rank,Passes Intercepted_Value,Passing Offense_Natl_Rank,Passing Offense_Conf_Rank,Passing Offense_Value,Passing Yards Allowed_Natl_Rank,Passing Yards Allowed_Conf_Rank,Passing Yards Allowed_Value,Passing Yards per Completion_Natl_Rank,Passing Yards per Completion_Conf_Rank,Passing Yards per Completion_Value,Punt Return Defense_Natl_Rank,Punt Return Defense_Conf_Rank,Punt Return Defense_Value,Punt Returns_Natl_Rank,Punt Returns_Conf_Rank,Punt Returns_Value,Red Zone Defense_Natl_Rank,Red Zone Defense_Conf_Rank,Red Zone Defense_Value,Red Zone Offense_Natl_Rank,Red Zone Offense_Conf_Rank,Red Zone Offense_Value,Rushing Defense_Natl_Rank,Rushing Defense_Conf_Rank,Rushing Defense_Value,Rushing Offense_Natl_Rank,Rushing Offense_Conf_Rank,Rushing Offense_Value,Sacks Allowed_Natl_Rank,Sacks Allowed_Conf_Rank,Sacks Allowed_Value,Scoring Defense_Natl_Rank,Scoring Defense_Conf_Rank,Scoring Defense_Value,Scoring Offense_Natl_Rank,Scoring Offense_Conf_Rank,Scoring Offense_Value,Tackles for Loss Allowed_Natl_Rank,Tackles for Loss Allowed_Conf_Rank,Tackles for Loss Allowed_Value,Team Passing Efficiency_Natl_Rank,Team Passing Efficiency_Conf_Rank,Team Passing Efficiency_Value,Team Passing Efficiency Defense_Natl_Rank,Team Passing Efficiency Defense_Conf_Rank,Team Passing Efficiency Defense_Value,Team Sacks_Natl_Rank,Team Sacks_Conf_Rank,Team Sacks_Value,Team Tackles for Loss_Natl_Rank,Team Tackles for Loss_Conf_Rank,Team Tackles for Loss_Value,Time of Possession_Natl_Rank,Time of Possession_Conf_Rank,Time of Possession_Value,Total Defense_Natl_Rank,Total Defense_Conf_Rank,Total Defense_Value,Total Offense_Natl_Rank,Total Offense_Conf_Rank,Total Offense_Value,Turnover Margin_Natl_Rank,Turnover Margin_Conf_Rank,Turnover Margin_Value,Turnovers Gained_Natl_Rank,Turnovers Gained_Conf_Rank,Turnovers Gained_Value,Turnovers Lost_Natl_Rank,Turnovers Lost_Conf_Rank,Turnovers Lost_Value
2024,Duke,Diaz,1,,6,,,,,0.615385,,,,8.692308,,,,,,1,1,,,35,52,61,,,29,39,,0,6.118217054,219.5697674,15,0,7,0,8,0,7,1,10,3,0,10,0,1,4,5,8,5,13,37,40,18,6,8,7,86,60,14,85.75,41,42.97,9,19,10,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
